software_name,software_url,repository_url,all_github_links,organization,repository_name,owner_repo_pattern,source
Emo-spectre,https://research-software-directory.org/software/emo-spectre,https://github.com/emrecdem/emo-spectre,['https://github.com/emrecdem/emo-spectre'],emrecdem,emo-spectre,emrecdem/emo-spectre,RSD
Brei,https://research-software-directory.org/software/brei,https://github.com/entangled/brei,['https://github.com/entangled/brei'],entangled,brei,entangled/brei,RSD
WRFpy,https://research-software-directory.org/software/wrfpy,https://github.com/era-urban/wrfpy,['https://github.com/era-urban/wrfpy'],era-urban,wrfpy,era-urban/wrfpy,RSD
LiberTEM,https://helmholtz.software/software/libertem,https://github.com/ercius/openNCEM,"['https://github.com/LiberTEM/LiberTEM-live', 'https://github.com/LiberTEM/LiberTEM/', 'https://github.com/ercius/openNCEM']",ercius,openNCEM,ercius/openNCEM,HELMHOLTZ
I-EMIC,https://research-software-directory.org/software/i-emic,https://github.com/erik808/jdqzpp,"['https://github.com/nlesc-smcm/easybuild', 'https://github.com/erik808/jdqzpp', 'https://github.com/nlesc-smcm/i-emic']",erik808,jdqzpp,erik808/jdqzpp,RSD
NEBULA,https://research-software-directory.org/software/nebula,https://github.com/esciencecenter-digital-skills/NEBULA,"['https://github.com/esciencecenter-digital-skills/NEBULA', 'https://github.com/esciencecenter-digital-skills/NEBULA-docs', 'https://github.com/esciencecenter-digital-skills/NEBULA-content-template']",esciencecenter-digital-skills,NEBULA,esciencecenter-digital-skills/NEBULA,RSD
ESM-Tools,https://helmholtz.software/software/esm-tools,https://github.com/esm-tools/esm_tools,['https://github.com/esm-tools/esm_tools'],esm-tools,esm_tools,esm-tools/esm_tools,HELMHOLTZ
Atlas of climate projections,https://research-software-directory.org/software/eucp-atlas,https://github.com/eucp-project/atlas,['https://github.com/eucp-project/atlas'],eucp-project,atlas,eucp-project/atlas,RSD
argopy,https://research-software-directory.org/software/argopy,https://github.com/euroargodev/argopy,['https://github.com/euroargodev/argopy'],euroargodev,argopy,euroargodev/argopy,RSD
supervillain,https://helmholtz.software/software/supervillain,https://github.com/evanberkowitz/supervillain,['https://github.com/evanberkowitz/supervillain'],evanberkowitz,supervillain,evanberkowitz/supervillain,HELMHOLTZ
era5cli,https://research-software-directory.org/software/era5cli,https://github.com/ewatercycle/era5cli,['https://github.com/ewatercycle/era5cli'],ewatercycle,era5cli,ewatercycle/era5cli,RSD
SimCATS,https://helmholtz.software/software/simcats,https://github.com/f-hader/SimCATS/,['https://github.com/f-hader/SimCATS/'],f-hader,SimCATS,f-hader/SimCATS,HELMHOLTZ
FAIR Data Point Client,https://research-software-directory.org/software/fairdatapoint-client,https://github.com/fair-data/fairdatapoint-client,['https://github.com/fair-data/fairdatapoint-client'],fair-data,fairdatapoint-client,fair-data/fairdatapoint-client,RSD
fairtally,https://research-software-directory.org/software/fairtally,https://github.com/fair-software/fairtally,['https://github.com/fair-software/fairtally'],fair-software,fairtally,fair-software/fairtally,RSD
NanopubJL,https://research-software-directory.org/software/nanopubjl,https://github.com/fair-workflows/NanopubJL,['https://github.com/fair-workflows/NanopubJL'],fair-workflows,NanopubJL,fair-workflows/NanopubJL,RSD
Drug named entity recognition,https://research-software-directory.org/software/drug-named-entity-recognition,https://github.com/fastdatascience/drug_named_entity_recognition,['https://github.com/fastdatascience/drug_named_entity_recognition'],fastdatascience,drug_named_entity_recognition,fastdatascience/drug_named_entity_recognition,RSD
Fastscape Toolbox,https://helmholtz.software/software/fastscape-toolbox,https://github.com/fastscape-lem/adascape,"['https://github.com/fastscape-lem/ipyfastscape', 'https://github.com/fastscape-lem/fastscapelib', 'https://github.com/fastscape-lem/adascape', 'https://github.com/fastscape-lem/fastscape', 'https://github.com/fastscape-lem/workshop-xsimlab-grenoble-10-2022', 'https://github.com/fastscape-lem/fastscape-litho', 'https://github.com/fastscape-lem/workshop-gfz-2021-01', 'https://github.com/fastscape-lem/s2s-future-dragonstone', 'https://github.com/fastscape-lem/orographic-precipitation', 'https://github.com/fastscape-lem/crc-1211-short-course', 'https://github.com/fastscape-lem/landscape-booth', 'https://github.com/fastscape-lem/gilbert-board', 'https://github.com/fastscape-lem/isterre-short-course', 'https://github.com/fastscape-lem/fastscapelib-fortran', 'https://github.com/fastscape-lem/VariableSPIM', 'https://github.com/xarray-contrib/xarray-simlab']",fastscape-lem,adascape,fastscape-lem/adascape,HELMHOLTZ
EnrichedHeatmap,https://helmholtz.software/software/enrichedheatmap,https://github.com/fidelram/deepTools,"['https://github.com/jokergoo/EnrichedHeatmap', 'https://github.com/fidelram/deepTools', 'https://github.com/jokergoo/ComplexHeatmap', 'https://github.com/shenlab-sinai/ngsplot']",fidelram,deepTools,fidelram/deepTools,HELMHOLTZ
simtools,https://helmholtz.software/software/simtools,https://github.com/gammasim/simtools/,['https://github.com/gammasim/simtools/'],gammasim,simtools,gammasim/simtools,HELMHOLTZ
Geoflow visualizer,https://research-software-directory.org/software/geoflow-visualizer,https://github.com/geoflow-visualizer/geoflow-visualizer,['https://github.com/geoflow-visualizer/geoflow-visualizer'],geoflow-visualizer,geoflow-visualizer,geoflow-visualizer/geoflow-visualizer,RSD
Atlascine,https://research-software-directory.org/software/atlascine,https://github.com/geomedialab/atlascine,['https://github.com/geomedialab/atlascine'],geomedialab,atlascine,geomedialab/atlascine,RSD
deus,https://helmholtz.software/software/deus,https://github.com/gfzriesgos/deus,['https://github.com/gfzriesgos/deus'],gfzriesgos,deus,gfzriesgos/deus,HELMHOLTZ
Ginkgo,https://helmholtz.software/software/ginkgo,https://github.com/ginkgo-project/ginkgo/,['https://github.com/ginkgo-project/ginkgo/'],ginkgo-project,ginkgo,ginkgo-project/ginkgo,HELMHOLTZ
Glotaran,https://research-software-directory.org/software/glotaran,https://github.com/glotaran/pyglotaran,"['https://github.com/glotaran/glotaran-legacy/', 'https://github.com/glotaran/pyglotaran']",glotaran,pyglotaran,glotaran/pyglotaran,RSD
LightHouse,https://helmholtz.software/software/lighthouse,https://github.com/go-oidfed/lib,"['https://github.com/go-oidfed/lib', 'https://github.com/go-oidfed/offa', 'https://github.com/go-oidfed/lighthouse', 'https://github.com/go-oidfed/whoami-rp']",go-oidfed,lib,go-oidfed/lib,HELMHOLTZ
Sample dataset and software for FAST-EM array tomography,https://research-software-directory.org/software/4tu-sample-dataset-and-software-for-fast-em-array-tomography,https://github.com/google-research/sofima,['https://github.com/google-research/sofima'],google-research,sofima,google-research/sofima,RSD
Kaapana,https://helmholtz.software/software/kaapana,https://github.com/grafana/grafana,"['https://github.com/wasserth/TotalSegmentator', 'https://github.com/prometheus/prometheus', 'https://github.com/grafana/grafana', 'https://github.com/kaapana/kaapana', 'https://github.com/MIC-DKFZ/nnunet']",grafana,grafana,grafana/grafana,HELMHOLTZ
FluvGAN: Python scripts to test generating and inverting fluvial deposits using GANs,https://research-software-directory.org/software/4tu-fluvgan-python-scripts-to-test-generating-and-inverting-fluvial-deposits-using-gans,https://github.com/grongier/voxgan,"['https://github.com/childmodel/child', 'https://github.com/grongier/voxgan']",grongier,voxgan,grongier/voxgan,RSD
H-gear,https://research-software-directory.org/software/h-gear,https://github.com/h-gear/revolution,['https://github.com/h-gear/revolution'],h-gear,revolution,h-gear/revolution,RSD
haddock3,https://research-software-directory.org/software/haddock3,https://github.com/haddocking/haddock3,['https://github.com/haddocking/haddock3'],haddocking,haddock3,haddocking/haddock3,RSD
Harmony,https://research-software-directory.org/software/harmony,https://github.com/harmonydata/harmony,['https://github.com/harmonydata/harmony'],harmonydata,harmony,harmonydata/harmony,RSD
scPower,https://helmholtz.software/software/scpower,https://github.com/heiniglab/scPower,['https://github.com/heiniglab/scPower'],heiniglab,scPower,heiniglab/scPower,HELMHOLTZ
Heat,https://helmholtz.software/software/heat,https://github.com/helmholtz-analytics/heat,['https://github.com/helmholtz-analytics/heat'],helmholtz-analytics,heat,helmholtz-analytics/heat,HELMHOLTZ
pydidas,https://helmholtz.software/software/pydidas,https://github.com/hereon-GEMS/pydidas/,['https://github.com/hereon-GEMS/pydidas/'],hereon-GEMS,pydidas,hereon-GEMS/pydidas,HELMHOLTZ
Ansible Collection - hifis.toolkit,https://helmholtz.software/software/ansible-collection-toolkit,https://github.com/hifis-net/ansible-collection-toolkit,['https://github.com/hifis-net/ansible-collection-toolkit'],hifis-net,ansible-collection-toolkit,hifis-net/ansible-collection-toolkit,HELMHOLTZ
"Microscopy data, code and analysis underlying the publication ""Optical STEM detection for scanning electron microscopy""",https://research-software-directory.org/software/4tu-microscopy-data-code-and-analysis-underlying-the-publication-optical-stem-detection-for-scanning-electron-microscopy,https://github.com/hoogenboom-group/Kievits-OSTEM-2023,['https://github.com/hoogenboom-group/Kievits-OSTEM-2023'],hoogenboom-group,Kievits-OSTEM-2023,hoogenboom-group/Kievits-OSTEM-2023,RSD
HPGEM,https://research-software-directory.org/software/hpgem,https://github.com/hpgem/hpgem,"['https://github.com/hpgem/nanomesh', 'https://github.com/hpgem/hpgem']",hpgem,hpgem,hpgem/hpgem,RSD
CRSUTIL Coordinate and Time Reference System Matlab Toolbox,https://research-software-directory.org/software/4tu-crsutil-coordinate-and-time-reference-system-matlab-toolbox,https://github.com/hvandermarel/crsutil-matlab-toolbox,['https://github.com/hvandermarel/crsutil-matlab-toolbox'],hvandermarel,crsutil-matlab-toolbox,hvandermarel/crsutil-matlab-toolbox,RSD
RAYX,https://helmholtz.software/software/rayx,https://github.com/hz-b/rayx,['https://github.com/hz-b/rayx'],hz-b,rayx,hz-b/rayx,HELMHOLTZ
RiboDetector,https://helmholtz.software/software/ribodetector,https://github.com/hzi-bifo/RiboDetector,['https://github.com/hzi-bifo/RiboDetector'],hzi-bifo,RiboDetector,hzi-bifo/RiboDetector,HELMHOLTZ
Prospective Monitoring and Management - App (PIA),https://helmholtz.software/software/pia,https://github.com/hzi-braunschweig/pia-system,['https://github.com/hzi-braunschweig/pia-system'],hzi-braunschweig,pia-system,hzi-braunschweig/pia-system,HELMHOLTZ
Components for Haddock3 analysis,https://research-software-directory.org/software/haddock3-analysis-components,https://github.com/i-VRESSE/haddock3-analysis-components,['https://github.com/i-VRESSE/haddock3-analysis-components'],i-VRESSE,haddock3-analysis-components,i-VRESSE/haddock3-analysis-components,RSD
iBridges-GUI,https://research-software-directory.org/software/ibridges-gui,https://github.com/iBridges-for-iRods/iBridges-GUI,['https://github.com/iBridges-for-iRods/iBridges-GUI'],iBridges-for-iRods,iBridges-GUI,iBridges-for-iRods/iBridges-GUI,RSD
python-icat,https://helmholtz.software/software/python-icat,https://github.com/icatproject/python-icat,['https://github.com/icatproject/python-icat'],icatproject,python-icat,icatproject/python-icat,HELMHOLTZ
Effort Sharing,https://research-software-directory.org/software/effort-sharing,https://github.com/imagepbl/effort-sharing,['https://github.com/imagepbl/effort-sharing'],imagepbl,effort-sharing,imagepbl/effort-sharing,RSD
Watts,https://helmholtz.software/software/watts,https://github.com/indigo-dc/tts,['https://github.com/indigo-dc/tts'],indigo-dc,tts,indigo-dc/tts,HELMHOLTZ
Inseq,https://research-software-directory.org/software/inseq,https://github.com/inseq-team/inseq,['https://github.com/inseq-team/inseq'],inseq-team,inseq,inseq-team/inseq,RSD
Paired omics data platform,https://research-software-directory.org/software/pairedomicsdata,https://github.com/iomega/paired-data-form,['https://github.com/iomega/paired-data-form'],iomega,paired-data-form,iomega/paired-data-form,RSD
clumpedr,https://research-software-directory.org/software/clumpedr,https://github.com/isoverse/clumpedr/,['https://github.com/isoverse/clumpedr/'],isoverse,clumpedr,isoverse/clumpedr,RSD
sirup,https://research-software-directory.org/software/sirup,https://github.com/ivory-tower-private-power/sirup,['https://github.com/ivory-tower-private-power/sirup'],ivory-tower-private-power,sirup,ivory-tower-private-power/sirup,RSD
Tigramite,https://helmholtz.software/software/tigramite,https://github.com/jakobrunge/tigramite,['https://github.com/jakobrunge/tigramite'],jakobrunge,tigramite,jakobrunge/tigramite,HELMHOLTZ
SciTS,https://helmholtz.software/software/scits,https://github.com/jalalmostafa/SciTS,"['https://github.com/jalalmostafa/SciTS', 'https://github.com/nicolargo/glances/']",jalalmostafa,SciTS,jalalmostafa/SciTS,HELMHOLTZ
Vertical Conflict Resolution in Layered Airspace with Reinforcement Learning using the BlueSky Open Air Traffic Simulator,https://research-software-directory.org/software/4tu-vertical-conflict-resolution-in-layered-airspace-with-reinforcement-learning-using-the-bluesky-open-air-traffic-simulator,https://github.com/jangroter/TrafficDensityImpactRL,['https://github.com/jangroter/TrafficDensityImpactRL'],jangroter,TrafficDensityImpactRL,jangroter/TrafficDensityImpactRL,RSD
svnecR,https://research-software-directory.org/software/svnecr,https://github.com/japhir/snvecR,['https://github.com/japhir/snvecR'],japhir,snvecR,japhir/snvecR,RSD
jaspProcess,https://research-software-directory.org/software/jaspprocess,https://github.com/jasp-stats/jaspProcess,['https://github.com/jasp-stats/jaspProcess'],jasp-stats,jaspProcess,jasp-stats/jaspProcess,RSD
JASP modules app,https://research-software-directory.org/software/jasp-modules-app,https://github.com/jasp-stats-modules/modules-app,['https://github.com/jasp-stats-modules/modules-app'],jasp-stats-modules,modules-app,jasp-stats-modules/modules-app,RSD
GraphvizDotLang.jl,https://research-software-directory.org/software/graphvizdotlangjl,https://github.com/jhidding/GraphvizDotLang.jl,['https://github.com/jhidding/GraphvizDotLang.jl'],jhidding,GraphvizDotLang.jl,jhidding/GraphvizDotLang.jl,RSD
MUSICiAn,https://research-software-directory.org/software/4tu-musician,https://github.com/joanagoncalveslab/MUSICiAn,['https://github.com/joanagoncalveslab/MUSICiAn'],joanagoncalveslab,MUSICiAn,joanagoncalveslab/MUSICiAn,RSD
holodev,https://research-software-directory.org/software/holodev,https://github.com/joenio/holodev,['https://github.com/joenio/holodev'],joenio,holodev,joenio/holodev,RSD
Radiative forcing of hypersonic aircraft trajectories,https://helmholtz.software/software/radiative-forcing-of-hypersonic-aircraft-trajectories,https://github.com/johannespletzer/rf-of-hypersonic-trajectories/,['https://github.com/johannespletzer/rf-of-hypersonic-trajectories/'],johannespletzer,rf-of-hypersonic-trajectories,johannespletzer/rf-of-hypersonic-trajectories,HELMHOLTZ
"2x2, 3x3 and nxn Space-Filling Curves",https://helmholtz.software/software/2x2-3x3-and-nxn-space-filling-curves,https://github.com/jokergoo/sfcurve,['https://github.com/jokergoo/sfcurve'],jokergoo,sfcurve,jokergoo/sfcurve,HELMHOLTZ
JPlag,https://helmholtz.software/software/jplag,https://github.com/jplag/JPlag,"['https://github.com/jplag/JPlag', 'https://github.com/jplag/JPlag/']",jplag,JPlag,jplag/JPlag,HELMHOLTZ
Julearn,https://helmholtz.software/software/julearn,https://github.com/juaml/julearn,['https://github.com/juaml/julearn'],juaml,julearn,juaml/julearn,HELMHOLTZ
MO|DE.behave,https://helmholtz.software/software/mode-behave,https://github.com/julianreul/mode_behave,['https://github.com/julianreul/mode_behave'],julianreul,mode_behave,julianreul/mode_behave,HELMHOLTZ
DataSAIL,https://helmholtz.software/software/datasail,https://github.com/kalininalab/DataSAIL,['https://github.com/kalininalab/DataSAIL'],kalininalab,DataSAIL,kalininalab/DataSAIL,HELMHOLTZ
KaMPIng - Karlsruhe MPI next generation,https://helmholtz.software/software/kamping-karlsruhe-mpi-next-generation,https://github.com/kamping-site/kamping,['https://github.com/kamping-site/kamping'],kamping-site,kamping,kamping-site/kamping,HELMHOLTZ
e2e-Dutch,https://research-software-directory.org/software/e2edutch,https://github.com/kentonl/e2e-coref,"['https://github.com/Filter-Bubble/e2e-Dutch', 'https://github.com/kentonl/e2e-coref']",kentonl,e2e-coref,kentonl/e2e-coref,RSD
KeY,https://helmholtz.software/software/key,https://github.com/keyproject/key,"['https://github.com/KeYProject/key-symbex-example', 'https://github.com/KeYProject/verification-project-template', 'https://github.com/keyproject/key', 'https://github.com/KeYProject/key-java-example']",keyproject,key,keyproject/key,HELMHOLTZ
Minion,https://helmholtz.software/software/minion,https://github.com/khoirulmuzakka/Minion,['https://github.com/khoirulmuzakka/Minion'],khoirulmuzakka,Minion,khoirulmuzakka/Minion,HELMHOLTZ
BroadLineRegions.jl,https://research-software-directory.org/software/broadlineregionsjl,https://github.com/kirklong/BroadLineRegions.jl,['https://github.com/kirklong/BroadLineRegions.jl'],kirklong,BroadLineRegions.jl,kirklong/BroadLineRegions.jl,RSD
MetaStore,https://helmholtz.software/software/metastore,https://github.com/kit-data-manager/base-repo,"['https://github.com/kit-data-manager/base-repo', 'https://github.com/kit-data-manager/metastore2']",kit-data-manager,base-repo,kit-data-manager/base-repo,HELMHOLTZ
Independent Parallel Particle Layer (IPPL),https://helmholtz.software/software/independent-parallel-particle-layer-ippl,https://github.com/kokkos/kokkos,"['https://github.com/kokkos/kokkos', 'https://github.com/gcc-mirror/gcc', 'https://github.com/IPPL-framework/ippl', 'https://github.com/icl-utk-edu/heffte']",kokkos,kokkos,kokkos/kokkos,HELMHOLTZ
asrlitcompare,https://research-software-directory.org/software/asrlitcompare,https://github.com/langtonhugh/asreview_irr,['https://github.com/langtonhugh/asreview_irr'],langtonhugh,asreview_irr,langtonhugh/asreview_irr,RSD
Lightning,https://research-software-directory.org/software/lightning,https://github.com/lightning-project/lightning,['https://github.com/lightning-project/lightning'],lightning-project,lightning,lightning-project/lightning,RSD
Lightning UQ Box,https://helmholtz.software/software/lightning-uq-box,https://github.com/lightning-uq-box/lightning-uq-box,['https://github.com/lightning-uq-box/lightning-uq-box'],lightning-uq-box,lightning-uq-box,lightning-uq-box/lightning-uq-box,HELMHOLTZ
TRIDEC Cloud,https://helmholtz.software/software/tridec-cloud,https://github.com/locationtech-archived/geoperil,['https://github.com/locationtech-archived/geoperil'],locationtech-archived,geoperil,locationtech-archived/geoperil,HELMHOLTZ
SicHash,https://helmholtz.software/software/sichash,https://github.com/lorenzhs/BuRR,"['https://github.com/ByteHamster/MPHF-Experiments', 'https://github.com/ByteHamster/SicHash', 'https://github.com/lorenzhs/BuRR']",lorenzhs,BuRR,lorenzhs/BuRR,HELMHOLTZ
cyCONDOR,https://helmholtz.software/software/cycondor,https://github.com/lorenzobonaguro/cyCONDOR,['https://github.com/lorenzobonaguro/cyCONDOR'],lorenzobonaguro,cyCONDOR,lorenzobonaguro/cyCONDOR,HELMHOLTZ
SARvey - survey with SAR,https://helmholtz.software/software/sarvey,https://github.com/luhipi/sarvey,['https://github.com/luhipi/sarvey'],luhipi,sarvey,luhipi/sarvey,HELMHOLTZ
m4ma,https://research-software-directory.org/software/m4ma,https://github.com/m4ma/m4ma,"['https://github.com/m4ma/m4ma', 'https://github.com/CharlotteTanis/predped']",m4ma,m4ma,m4ma/m4ma,RSD
addFeatures,https://research-software-directory.org/software/addfeatures,https://github.com/magnuspalmblad/addFeatures,['https://github.com/magnuspalmblad/addFeatures'],magnuspalmblad,addFeatures,magnuspalmblad/addFeatures,RSD
AutoGaitA,https://helmholtz.software/software/autogaita,https://github.com/mahan-hosseini/AutoGaitA,['https://github.com/mahan-hosseini/AutoGaitA'],mahan-hosseini,AutoGaitA,mahan-hosseini/AutoGaitA,HELMHOLTZ
Materials Learning Algorithms,https://helmholtz.software/software/materials-learning-algorithms,https://github.com/mala-project/mala,['https://github.com/mala-project/mala'],mala-project,mala,mala-project/mala,HELMHOLTZ
DumME,https://research-software-directory.org/software/dumme,https://github.com/manifoldai/merf,"['https://github.com/manifoldai/merf', 'https://github.com/phenology/dumme']",manifoldai,merf,manifoldai/merf,RSD
BaSiC,https://helmholtz.software/software/basic,https://github.com/marrlab/BaSiC,['https://github.com/marrlab/BaSiC'],marrlab,BaSiC,marrlab/BaSiC,HELMHOLTZ
InteractiveVis,https://helmholtz.software/software/interactivevis,https://github.com/martindyrba/DeepLearningInteractiveVis,['https://github.com/martindyrba/DeepLearningInteractiveVis'],martindyrba,DeepLearningInteractiveVis,martindyrba/DeepLearningInteractiveVis,HELMHOLTZ
UrbEm - Urban Emission downscaling for air quality modeling,https://helmholtz.software/software/urbem-urban-emission-downscaling-for-air-quality-modeling,https://github.com/martinottopaul/UrbEm,['https://github.com/martinottopaul/UrbEm'],martinottopaul,UrbEm,martinottopaul/UrbEm,HELMHOLTZ
MS2DeepScore,https://research-software-directory.org/software/ms2deepscore,https://github.com/matchms/ms2deepscore,['https://github.com/matchms/ms2deepscore'],matchms,ms2deepscore,matchms/ms2deepscore,RSD
CiTYCHEM,https://helmholtz.software/software/citychem,https://github.com/matthkarl/citychem,['https://github.com/matthkarl/citychem'],matthkarl,citychem,matthkarl/citychem,HELMHOLTZ
Mixed Meal Model SBML,https://research-software-directory.org/software/mixed-meal-model-sbml,https://github.com/max-de-rooij/MealModel.jl,"['https://github.com/Computational-Biology-TUe/mixed_meal_model_sbml', 'https://github.com/max-de-rooij/MealModel.jl']",max-de-rooij,MealModel.jl,max-de-rooij/MealModel.jl,RSD
BGC Viewer,https://research-software-directory.org/software/bgc-viewer,https://github.com/medema-group/bgc-viewer,['https://github.com/medema-group/bgc-viewer'],medema-group,bgc-viewer,medema-group/bgc-viewer,RSD
hyphe,https://research-software-directory.org/software/hyphe,https://github.com/medialab/hyphe,['https://github.com/medialab/hyphe'],medialab,hyphe,medialab/hyphe,RSD
Mainzelliste,https://helmholtz.software/software/mainzelliste,https://github.com/medicalinformatics/mainzelliste-gui/,['https://github.com/medicalinformatics/mainzelliste-gui/'],medicalinformatics,mainzelliste-gui,medicalinformatics/mainzelliste-gui,HELMHOLTZ
anvi'o,https://helmholtz.software/software/anvio,https://github.com/merenlab/anvio,['https://github.com/merenlab/anvio'],merenlab,anvio,merenlab/anvio,HELMHOLTZ
kunefe,https://research-software-directory.org/software/kunefe,https://github.com/mess-nlesc/kunefe,"['https://github.com/pre-commit/pre-commit', 'https://github.com/audreyr/cookiecutter', 'https://github.com/mess-nlesc/kunefe', 'https://github.com/NLeSC/python-template']",mess-nlesc,kunefe,mess-nlesc/kunefe,RSD
emvoice,https://research-software-directory.org/software/emvoice,https://github.com/mexca/emvoice,"['https://github.com/mexca/emvoice', 'https://github.com/audeering/opensmile/']",mexca,emvoice,mexca/emvoice,RSD
micromechanics-indentationGUI,https://helmholtz.software/software/micromechanics-indentationgui,https://github.com/micromechanics/indentationGUI,['https://github.com/micromechanics/indentationGUI'],micromechanics,indentationGUI,micromechanics/indentationGUI,HELMHOLTZ
GMGPolar,https://helmholtz.software/software/gmgpolar,https://github.com/mknaranja/GMGPolar,['https://github.com/mknaranja/GMGPolar'],mknaranja,GMGPolar,mknaranja/GMGPolar,HELMHOLTZ
AstronomicAL,https://research-software-directory.org/software/astronomical,https://github.com/modAL-python/modAL,"['https://github.com/modAL-python/modAL', 'https://github.com/grant-m-s/AstronomicAL']",modAL-python,modAL,modAL-python/modAL,RSD
CADET,https://helmholtz.software/software/cadet,https://github.com/modsim/CADET,"['https://github.com/modsim/CADET', 'https://github.com/cadet/CADET-Process', 'https://github.com/cadet/CADET-Workshop', 'https://github.com/cadet/CADET-Semi-Analytic', 'https://github.com/cadet/CADET-Verification', 'https://github.com/cadet/CADET-Core', 'https://github.com/cadet/CADET-RDM', 'https://github.com/fau-advanced-separations/CADET-Process']",modsim,CADET,modsim/CADET,HELMHOLTZ
KaRRi - Karlsruhe Rapid Ridesharing,https://helmholtz.software/software/karri,https://github.com/molaupi/karri,['https://github.com/molaupi/karri'],molaupi,karri,molaupi/karri,HELMHOLTZ
LOV3D,https://research-software-directory.org/software/4tu-lov3d,https://github.com/mroviranavarro/LOV3D_multi,['https://github.com/mroviranavarro/LOV3D_multi'],mroviranavarro,LOV3D_multi,mroviranavarro/LOV3D_multi,RSD
MTRESS,https://helmholtz.software/software/mtress,https://github.com/mtress/mtress,['https://github.com/mtress/mtress'],mtress,mtress,mtress/mtress,HELMHOLTZ
MUSCLE3,https://research-software-directory.org/software/muscle3,https://github.com/multiscale/muscle3,"['https://github.com/multiscale/ymmsl-python', 'https://github.com/multiscale/muscle3']",multiscale,muscle3,multiscale/muscle3,RSD
Orange3 Story Navigator,https://research-software-directory.org/software/orange3-story-navigator,https://github.com/navigating-stories/orange-story-navigator,['https://github.com/navigating-stories/orange-story-navigator'],navigating-stories,orange-story-navigator,navigating-stories/orange-story-navigator,RSD
NEST,https://helmholtz.software/software/nest,https://github.com/nest/nest-simulator,['https://github.com/nest/nest-simulator'],nest,nest-simulator,nest/nest-simulator,HELMHOLTZ
NEWSGAC platform,https://research-software-directory.org/software/newsgac-platform,https://github.com/newsgac/platform,['https://github.com/newsgac/platform'],newsgac,platform,newsgac/platform,RSD
scriptcwl,https://research-software-directory.org/software/scriptcwl,https://github.com/nlesc/scriptcwl,['https://github.com/nlesc/scriptcwl'],nlesc,scriptcwl,nlesc/scriptcwl,RSD
Allelic Variation Explorer,https://research-software-directory.org/software/allelic-variation-explorer,https://github.com/nlesc-ave/ave-rest-service,['https://github.com/nlesc-ave/ave-rest-service'],nlesc-ave,ave-rest-service,nlesc-ave/ave-rest-service,RSD
SAGECal,https://research-software-directory.org/software/sagecal,https://github.com/nlesc-dirac/sagecal,"['https://github.com/nlesc-dirac/sagecal', 'https://github.com/benvanwerkhoven/kernel_tuner']",nlesc-dirac,sagecal,nlesc-dirac/sagecal,RSD
pyTAMS,https://research-software-directory.org/software/pytams,https://github.com/nlesc-eTAOC/pyTAMS,['https://github.com/nlesc-eTAOC/pyTAMS'],nlesc-eTAOC,pyTAMS,nlesc-eTAOC/pyTAMS,RSD
CAT,https://research-software-directory.org/software/cat,https://github.com/nlesc-nano/CAT,['https://github.com/nlesc-nano/CAT'],nlesc-nano,CAT,nlesc-nano/CAT,RSD
PowerSensor3,https://research-software-directory.org/software/powersensor3,https://github.com/nlesc-recruit/PowerSensor3,['https://github.com/nlesc-recruit/PowerSensor3'],nlesc-recruit,PowerSensor3,nlesc-recruit/PowerSensor3,RSD
Emma,https://research-software-directory.org/software/emma,https://github.com/nlesc-sherlock/emma,['https://github.com/nlesc-sherlock/emma'],nlesc-sherlock,emma,nlesc-sherlock/emma,RSD
nlppln,https://research-software-directory.org/software/nlppln,https://github.com/nlppln/nlppln,['https://github.com/nlppln/nlppln'],nlppln,nlppln,nlppln/nlppln,RSD
DG_RoomAcoustics,https://research-software-directory.org/software/dgroomacoustics,https://github.com/nschloe/meshio,"['https://github.com/Building-acoustics-TU-Eindhoven/edg-acoustics', 'https://github.com/audreyr/cookiecutter', 'https://github.com/nschloe/meshio', 'https://github.com/NLeSC/python-template']",nschloe,meshio,nschloe/meshio,RSD
SLEPLET,https://research-software-directory.org/software/sleplet,https://github.com/numpy/numpy,"['https://github.com/astro-informatics/s2let', 'https://github.com/astro-informatics/sleplet', 'https://github.com/numpy/numpy', 'https://github.com/libigl/libigl-python-bindings', 'https://github.com/astro-informatics/ssht', 'https://github.com/SHTOOLS/SHTOOLS', 'https://github.com/mreineck/ducc', 'https://github.com/plotly/plotly.py', 'https://github.com/csdms-contrib/slepian_alpha']",numpy,numpy,numpy/numpy,RSD
Excel-to-fhir,https://research-software-directory.org/software/excel-to-fhir,https://github.com/nwo-strap/excel-to-fhir,['https://github.com/nwo-strap/excel-to-fhir'],nwo-strap,excel-to-fhir,nwo-strap/excel-to-fhir,RSD
sensession,https://research-software-directory.org/software/4tu-sensession,https://github.com/nzqo/sensession,['https://github.com/nzqo/sensession'],nzqo,sensession,nzqo/sensession,RSD
oTree Demo Experiments,https://research-software-directory.org/software/otree-demo-experiments,https://github.com/obeliss-nlesc/otree-experiments,['https://github.com/obeliss-nlesc/otree-experiments'],obeliss-nlesc,otree-experiments,obeliss-nlesc/otree-experiments,RSD
OBiBa Agate,https://research-software-directory.org/software/obiba-agate,https://github.com/obiba/agate,['https://github.com/obiba/agate'],obiba,agate,obiba/agate,RSD
