text,count,percentage
"Identifying Proteins in Zebrafish Embryos Using Spectral Libraries Generated from Dissected Adult Organs and Tissues. van der Plas-Duivesteijn SJ, Mohammed Y, Dalebout H, Meijer A, Botermans A, Hoogendijk JL, Henneman AA, Deelder AM, Spaink HP and Palmblad M, J. Proteome Res. 13(3):1537-1544, 2014, [doi.org/10.1021/pr4010585] https://doi.org/10.1021/pr4010585",1,0.75
"Differentiating samples and experimental protocols by direct comparison of tandem mass spectra. van der Plas-Duivesteijn SJ, Wulff T, Klychnikov O, Ohana D, Dalebout H, van Veelen PA, de Keijzer J, Nessen MA, van der Burgt YEM, Deelder AM and Palmblad M, Rapid Commun. Mass Spectrom. 30:731-738, 2016, [doi.org/10.1002/rcm.7494] https://doi.org/10.1002/rcm.7494\n",1,0.75
"Identification of meat products by shotgun spectral matching. Ohana D, Dalebout H, Marissen RJ, Wulff J, Bergquist J, Deelder AM and Palmblad M, Food Chem. 203:28-34, 2016, [doi.org/10.1016/j.foodchem.2016.01.138] https://doi.org/10.1016/j.foodchem.2016.01.138",1,0.75
"Authentication of closely related fish and derived fish products using tandem mass spectrometry and spectral library matching. Nessen M, van der Zwaan D, Greevers S, Dalebout H, Staats M, Kok E and Palmblad M, J. Agric. Food Chem. 64(18):3669-3677, 2016, [doi.org/10.1021/acs.jafc.5b05322] https://doi.org/10.1021/acs.jafc.5b05322",1,0.75
"Species and tissues specific differentiation of processed animal proteins in aquafeeds using proteomics tools. Rasinger JD, Marbaix H, Dieu M, Fumière O, Mauro S, Palmblad M, Raes M and Berntssen MHG, J. Proteomics 147:125-131, 2016, [doi.org/10.1016/j.jprot.2016.05.036] https://doi.org/10.1016/j.jprot.2016.05.036",1,0.75
"Palaeoproteomics of bird bones for taxonomic classification. Horn IR, Kenens Y, Palmblad M, van der Plas-Duivesteijn SJ, Langeveld BW, Meijer HJM, Dalebout H, Marissen RJ, Fischer A, Vincent Florens FB, Niemann J, Rijsdijk KF, Schulp AS, Laros JFJ and Gravendeel B, Zoological Journal of the Linnean Society 186(3):650–665, 2019, [doi.org/10.1093/zoolinnean/zlz012] https://doi.org/10.1093/zoolinnean/zlz012",1,0.75
"Species-Specific Discrimination of Insect Meals for Aquafeeds by Direct Comparison of Tandem Mass Spectra. Belghit I, Lock EJ, Fumière O, Lecrenier MC, Renard P, Dieu M, Berntssen MHG, Palmblad M and Rasinger JD, Animals 9(5):222, 2019 [doi.org/10.3390/ani9050222] https://doi.org/10.3390/ani9050222",1,0.75
"Rewinding the molecular clock: looking at pioneering molecular phylogenetics experiments in the light of proteomics, Neely B and Palmblad M, J. Proteome Res. 20(10):4640-4645, 2021, [doi.org/10.1021/acs.jproteome.1c00528] https://doi.org/10.1021/acs.jproteome.1c00528\n",1,0.75
"Future feed control – Tracing banned bovine material in insect meal. Belghit I, Varunjikar M, Lecrenier MC, Steinhilber A, Niedzwiecka A, Wang YV, Dieu M, Azzollini D, Lie K, Lock EJ, Berntssen MHG, Renard P, Zagon J, Fumière O, van Loon JJA, Larsen T, Poetz O, Braeuning A, Palmblad M and Rasinger JD, Food Control 128:108183, 2021, [doi.org/10.1016/j.foodcont.2021.108183] https://doi.org/10.1016/j.foodcont.2021.108183",1,0.75
"Comparing novel shotgun DNA sequencing and state-of-the-art proteomics approaches for authentication of fish species in mixed samples, Varunjikar MS, Moreno-Ibarguen C, Andrade-Martinez JS, Tung HS, Belghit I, Palmblad M, Olsvik PA, Reyes A, Rasinger JD and Lie KK, Food Control 131:108417, 2022, [doi.org/10.1016/j.foodcont.2021.108417] https://doi.org/10.1016/j.foodcont.2021.108417",1,0.75
"Shotgun proteomics approaches for authentication, biological analyses, and allergen detection in feed and food-grade insect species, Varunjikar MS, Belghit I, Gjerde J, Palmblad M, Oveland E and Rasinger JD, Food Control 131, 2022, [doi.org/10.1016/j.foodcont.2022.108888] https://doi.org/10.1016/j.foodcont.2022.108888",1,0.75
"compareMS2 2.0: An Improved Software for Comparing Tandem Mass Spectrometry Datasets, Marissen M, Varunjikar MS, Laros JFJ, Rasinger JD, Neely BA and Palmblad M, J. Proteome Res. 22(2):514–519, 2023, [doi.org/10.1021/acs.jproteome.2c00457] https://doi.org/10.1021/acs.jproteome.2c00457",1,0.75
"Fish species authentication in commercial fish products using mass spectrometry and spectral library matching approach, Varunjikar MS, Pineda-Pampliega J, Belghit I, Palmblad M, Einar Grøsvik B, Meier S, Asgeir Olsvik P, Lie KK and Rasinger JD, Food Res. Int. 192:114785, 2024, [doi.org/10.1016/j.foodres.2024.114785] https://doi.org/10.1016/j.foodres.2024.114785",1,0.75
"Shotgun Proteomics Protocol for Insects, Varunjikar MS, Belghit I, Oveland E, Palmblad M and Rasinger JD, Methods Mol. Biol. 2884:81-98, 2025, [doi.org/10.1007/978-1-0716-4298-6_7] https://doi.org/10.1007/978-1-0716-4298-6_7",1,0.75
"Wiesenfarth, M., Reinke, A., Landman, B.A., Eisenmann, M., Aguilera Saiz, L., Cardoso, M.J., Maier-Hein, L. and Kopp-Schneider, A. Methods and open-source toolkit for analyzing and visualizing challenge results. Sci Rep 11, 2369 (2021). https://doi.org/10.1038/s41598-021-82017-6",1,0.75
"Wiesenfarth, M., Reinke, A., Landman, B.A., Eisenmann, M., Aguilera Saiz, L., Cardoso, M.J., Maier-Hein, L. and Kopp-Schneider, A. Methods and open-source toolkit for analyzing and visualizing challenge results. Sci Rep 11, 2369 (2021)",1,0.75
"M. Weber, M. Turowski, H. K. Çakmak, R. Mikut, U. Kühnapfel and V. Hagenmeyer, 2021, ""Data-Driven Copy-Paste Imputation for Energy Time Series,"" in IEEE Transactions on Smart Grid, 12, 6, pp. 5409–5419, doi: [10.1109/TSG.2021.3101831] https://doi.org/10.1109/TSG.2021.3101831",1,0.75
