text,count,percentage
"Estrada S, Kuegler D, Bahrami E, Xu P, Mousa D, Breteler MMB, Aziz NA, Reuter M. FastSurfer-HypVINN: Automated sub-segmentation of the hypothalamus and adjacent structures on high-resolutional brain MRI. Imaging Neuroscience 2023; 1 1–32. https://doi.org/10.1162/imag_a_00034",1,0.63
"Simon Byrne, Lucas C. Wilcox, and Valentin Churavy (2021) ""MPI.jl: Julia bindings for the Message Passing Interface"". _JuliaCon Proceedings_, 1(1), 68, doi: [10.21105/jcon.00068] https://doi.org/10.21105/jcon.00068",1,0.63
"Ashby S.F. and R.D. Falgout, Nuclear Science and Engineering 124:145-159, 1996 Jones, J.E. and C.S. Woodward, Advances in Water Resources 24:763-774, 2001 Kollet, S.J. and R.M. Maxwell, Advances in Water Resources 29:945-958, 2006 Maxwell, R.M. Advances in Water Resources 53:109-117, 2013",1,0.63
"Maxwell, R.M. and N.L. Miller, Journal of Hydrometeorology 6(3):233-247, 2005 Kollet, S.J. and R.M. Maxwell, Water Resources Research 44:W02402, 2008\n",1,0.63
"Pfeuffer, J., Bielow, C., Wein, S. et al. OpenMS 3 enables reproducible analysis of large-scale mass spectrometry data, Nat Methods 21, 365–367 (2024). https://doi.org/10.1038/s41592-024-02197-7",1,0.63
"Siggel, M., Kleinert, J., Stollenwerk, T. et al.: TiGL: An Open Source Computational Geometry Library for Parametric Aircraft Design, Math.Comput.Sci. (2019). https://doi.org/10.1007/s11786-019-00401-y",1,0.63
Konrad Höffner (2023). RickView: Lightweight Standalone Knowledge Graph Browsing Powered by Rust. https://doi.org/10.5281/zenodo.8290117,1,0.63
"CausalEffects: J. Runge, Necessary and sufficient graphical conditions for optimal adjustment sets in causal graphical models with hidden variables, Advances in Neural Information Processing Systems, 2021, 34. https://proceedings.neurips.cc/paper/2021/hash/8485ae387a981d783f8764e508151cd9-Abstract.html",1,0.63
"CMIknnMixed: Oana-Iuliana Popescu, Andreas Gerhardus, Martin Rabel, Jakob Runge (2024), submitted to CLEAR 2025, https://arxiv.org/abs/2310.11132",1,0.63
"Vroegh, T., Tjong Kim Sang, E.,Olthof, J., & Thompson, M.L. (in progress). Drivers and dynamics of liberal and republican thought: Social Networks in the American Revolution",1,0.63
"@software{LXCatLatest, author = {Boer, Daan and Verhoeven, Stefan and Ali, Suvayu and Graef, Wouter and van Dijk, Jan}, title = {LXCat}, month = jun, year = 2023, publisher = {Zenodo}, version = {latest}, doi = {10.5281/zenodo.8095107}, url = {https://doi.org/10.5281/zenodo.8095107} }",1,0.63
"Sami Hamdan,Shammi More,Leonard Sasse,Vera Komeyer,Kaustubh R. Patil,Federico Raimondo,for the Alzheimer’s Disease Neuroimaging Initiative,Julearn: an easy-to-use library for leakage-free evaluation and inspection of ML models,Gigabyte,2024 https://doi.org/10.46471/gigabyte.113",1,0.63
"Wiesenfarth, M., Reinke, A., Landman, B.A., Eisenmann, M., Aguilera Saiz, L., Cardoso, M.J., Maier-Hein, L. and Kopp-Schneider, A. Methods and open-source toolkit for analyzing and visualizing challenge results. Sci Rep 11, 2369 (2021)",1,0.63
"Wiesenfarth, M., Reinke, A., Landman, B.A., Eisenmann, M., Aguilera Saiz, L., Cardoso, M.J., Maier-Hein, L. and Kopp-Schneider, A. Methods and open-source toolkit for analyzing and visualizing challenge results. Sci Rep 11, 2369 (2021). https://doi.org/10.1038/s41598-021-82017-6",1,0.63
"Gostick J, Khan ZA, Tranter TG, Kok MDR, Agnaou M, Sadeghi MA, Jervis R. PoreSpy: A Python Toolkit for Quantitative Analysis of Porous Media Images. Journal of Open Source Software, 2019",1,0.63
"[G. P. Müller et al., Phys. Rev. B 99, 224414 (2019)] https://link.aps.org/doi/10.1103/PhysRevB.99.224414",1,0.63
"Wieser, Hans-Peter, et al. ""Development of the open-source dose calculation and optimization toolkit matRad."" Medical Physics 44.6 (2017): 2556-2568",1,0.63
"F. Heidar-Zadeh, M. Richer, S. Fias, R.A. Miranda-Quintana, M. Chan,\n\nM. Franco-Perez, C. E. Gonzalez-Espinoza, T.D. Kim, C. Lanssens, A.H.G. Patel, X.D. Yang, E. Vohringer-Martinez, C. Cardenas, T. Verstraelen, and P. W. Ayers. An explicit approach to conceptual density functional theory descriptors of arbitrary order. Chem. Phys. Lett., 660:307–312, 2016. doi:10.1016/j.cplett.2016.07.039",1,0.63
"M. J. Kühn, C. Kruse, U. Rüde. Implicitly extrapolated geometric multigrid on disk-like domains for the gyrokinetic Poisson equation from fusion plasma applications. Journal of Scientific Computing, 91 (28). Springer (2022). Link: https://link.springer.com/article/10.1007/s10915-022-01802-1\n",1,0.63
"Vroegh, T. h-gear [Computer software]. https://github.com/h-gear/revolution",1,0.63
"Isensee, F., Jaeger, P. F., Kohl, S. A., Petersen, J., & Maier-Hein, K. H. (2021). nnU-Net: a self-configuring method for deep learning-based biomedical image segmentation. Nature methods, 18(2), 203-211",1,0.63
"Overview Paper: Holke, Johannes and Burstedde, Carsten and Knapp, David and Dreyer, Lukas and Elsweijer, Sandro and Ünlü, Veli and Markert, Johannes and Lilikakis, Ioannis and Böing, Niklas and Ponnusamy, Prasanna and Basermann, Achim (2023) t8code v. 1.0 - Modular Adaptive Mesh Refinement in the Exascale Era. SIAM International Meshing Round Table 2023, 06.03.2023 - 09.03.2023, Amsterdam, Niederlande. [Full text available] https://elib.dlr.de/194377/1/t8code_overview_IMR2023.pdf",1,0.63
"Original PhD thesis: Holke, Johannes Scalable algorithms for parallel tree-based adaptive mesh refinement with general element types, PhD thesis at University of Bonn, 2018, [Full text available] https://bonndoc.ulb.uni-bonn.de/xmlui/handle/20.500.11811/7661",1,0.63
"Tetrahedral and triangular Space-filling curve: Burstedde, Carsten and Holke, Johannes A Tetrahedral Space-Filling Curve for Nonconforming Adaptive Meshes, SIAM Journal on Scientific Computing, 2016, [10.1137/15M1040049] https://epubs.siam.org/doi/10.1137/15M1040049",1,0.63
"Coarse mesh partitioning: Burstedde, Carsten and Holke, Johannes Coarse mesh partitioning for tree-based AMR, SIAM Journal on Scientific Computing, 2017, [10.1137/16M1103518] https://epubs.siam.org/doi/10.1137/16M1103518",1,0.63
"Ghost computation: Holke, Johannes and Knapp, David and Burstedde, Carsten An Optimized, Parallel Computation of the Ghost Layer for Adaptive Hybrid Forest Meshes, SIAM Journal on Scientific Computing, 2021, [10.1137/20M1383033] https://epubs.siam.org/doi/abs/10.1137/20M1383033",1,0.63
"JOSS entry: Holke, Johannes and Markert, Johannes, et. al. (2025) t8code - modular adaptive mesh refinement in the exascale era. In: Journal of Open Source Software, [Full text available] https://www.theoj.org/joss-papers/joss.06887/10.21105.joss.06887.pdf",1,0.63
"Koldunov, N., Jung, T. Local climate services for all, courtesy of large language models. _Commun Earth Environ_ 5, 13 (2024). https://doi.org/10.1038/s43247-023-01199-1",1,0.63
"D. Beutel, I. Fernandez-Corbaton, and C. Rockstuhl, treams – a T-matrix-based scattering code for nanophotonics, Comp. Phys. Commun. 297, 109076 (2024)",1,0.63
"[Philipp Rüßmann, Fabian Bertoldo and Stefan Blügel, The AiiDA-KKR plugin and its application to high-throughput impurity embedding into a topological insulator, arXiv:2003.08315 [cond-mat.mtrl-sci] (2020)](https://arxiv.org/abs/2003.08315)",1,0.63
"[Rüßmann, P., Bertoldo, F. & Blügel, S. The AiiDA-KKR plugin and its application to high-throughput impurity embedding into a topological insulator. npj Comput Mater 7, 13 (2021). https://doi.org/10.1038/s41524-020-00482-5] https://doi.org/10.1038/s41524-020-00482-5",1,0.63
"J. Winkelmann, P. Springer, and E. Di Napoli. ChASE: a Chebyshev Accelerated Subspace iteration Eigensolver for sequences of Hermitian eigenvalue problems. ACM Transaction on Mathematical Software, 45 Num.2, Art.21, (2019). [DOI:10.1145/3313828] https://doi.org/10.1145/3313828 , [[arXiv:1805.10121] https://arxiv.org/abs/1805.10121/ ]",1,0.63
"M. Berljafa, D. Wortmann, and E. Di Napoli. An Optimized and Scalable Eigensolver for Sequences of Eigenvalue Problems. Concurrency & Computation: Practice and Experience 27 (2015), pp. 905-922. [DOI:10.1002/cpe.3394] https://onlinelibrary.wiley.com/doi/pdf/10.1002/cpe.3394 , [[arXiv:1404.4161] https://arxiv.org/abs/1404.4161 ]",1,0.63
"X. Wu, D. Davidović, S. Achilles,E. Di Napoli. ChASE: a distributed hybrid CPU-GPU eigensolver for large-scale hermitian eigenvalue problems. Proceedings of the Platform for Advanced Scientific Computing Conference (PASC22). [DOI:10.1145/3539781.3539792] https://dl.acm.org/doi/10.1145/3539781.3539792 , [[arXiv:2205.02491] https://arxiv.org/pdf/2205.02491/ ]",1,0.63
"X. Wu, E. Di Napoli. Advancing the distributed Multi-GPU ChASE library through algorithm optimization and NCCL library. Proceedings of the SC'23 Workshops of The International Conference on High Performance Computing, Network, Storage, and Analysis (pp. 1688-1696). [DOI:10.1145/3624062.3624249] https://dl.acm.org/doi/abs/10.1145/3624062.3624249, [[arXiv:2309.15595] https://arxiv.org/pdf/2309.15595]",1,0.63
"F. Martin, M. Sieswerda, H. Alradhi, et al. vantage6. Available at https://doi.org/10.5281/zenodo.7221216. Accessed on MONTH, 20XX",1,0.63
"D. Smits\, B. van Beusekom\, F. Martin, L. Veen, G. Geleijnse, A. Moncada-Torres, An Improved Infrastructure for Privacy-Preserving Analysis of Patient Data, Proceedings of the International Conference of Informatics, Management, and Technology in Healthcare (ICIMTH), vol. 25, 2022, p. 144-147. [[BibTeX] https://arturomoncadatorres.com/bibtex/smits2022improved.txt, [PDF] https://ebooks.iospress.nl/volumearticle/60190]",1,0.63
"A. Moncada-Torres, F. Martin, M. Sieswerda, J. van Soest, G. Gelijnse. VANTAGE6: an open source priVAcy preserviNg federaTed leArninG infrastructurE for Secure Insight eXchange. AMIA Annual Symposium Proceedings, 2020, p. 870-877. [[BibTeX] https://arturomoncadatorres.com/bibtex/moncada-torres2020vantage6.txt, [PDF] https://vantage6.ai/vantage6/]",1,0.63
"Antoine B. Jacquey, & Mauro Cacace. (2017, September 29). GOLEM, a MOOSE-based application. Zenodo. http://doi.org/10.5281/zenodo.999401",1,0.63
"Cacace, M. and Jacquey, A. B.: Flexible parallel implicit modelling of coupled thermal–hydraulic–mechanical processes in fractured rocks, Solid Earth, 8, 921-941, https://doi.org/10.5194/se-8-921-2017, 2017",1,0.63
"Ootes, L.S. (2023). nedextract ([VERSION YOU USED]). Zenodo. https://doi.org/10.5281/zenodo.8286578",1,0.63
"Baumeister, P. F. and Hoffmann, L.: Fast infrared radiative transfer calculations using graphics processing units: JURASSIC-GPU v2.0, Geosci. Model Dev., 15, 1855–1874, , 2022",1,0.63
"Hoffmann, L., and M. J. Alexander, Retrieval of stratospheric temperatures from Atmospheric Infrared Sounder radiance measurements for gravity wave studies, J. Geophys. Res., 114, D07105, , 2009",1,0.63
"Hoffmann, L., Kaufmann, M., Spang, R., Müller, R., Remedios, J. J., Moore, D. P., Volk, C. M., von Clarmann, T., and Riese, M.: Envisat MIPAS measurements of CFC-11: retrieval, validation, and climatology, Atmos. Chem. Phys., 8, 3671-3688, , 2008",1,0.63
"M. Giulini, V. Reys, J.M.C. Teixeira, B. Jiménez-García, R.V. Honorato, A. Kravchenko, X. Xu, R. Versini, A. Engel, S. Verhoeven, A.M.J.J. Bonvin, [HADDOCK3: A modular and versatile platform for integrative modelling of biomolecular complexes] https://pubs.acs.org/doi/10.1021/acs.jcim.5c00969 Journal of Chemical Information and Modeling (2025). doi: 10.1021/acs.jcim.5c00969 [[BioRxiv]](https://www.biorxiv.org/content/10.1101/2025.04.30.651432v1)",1,0.63
"M.C. Teixeira, J., Vargas Honorato, R., Giulini, M., Bonvin, A., SarahAlidoost, Reys, V., Jimenez, B., Schulte, D., van Noort, C., Verhoeven, S., Vreede, B., SSchott, & Tsai, R. (2024). haddocking/haddock3: v3.0.0-beta.5 (Version 3.0.0-beta.5) [Computer software]. [https://doi.org/10.5281/zenodo.10527751] https://doi.org/10.5281/zenodo.10527751",1,0.63
"Choi PT, Lam KC, Lui LM. FLASH: Fast Landmark Aligned Spherical Harmonic Parameterization for Genus-0 Closed Brain Surfaces. SIAM Journal on Imaging Sciences, vol. 8, no. 1, pp. 67-94, 2015. https://doi.org/10.1137/130950008",1,0.63
